CustomerID,Recency,Frequency,Monetary,K_Cluster
12481.0,23,217,5596.32,1
12483.0,17,75,2484.98,1
12484.0,33,346,4541.72,1
12488.0,10,55,1298.66,2
12489.0,336,15,334.93,0
12490.0,5,245,5417.93,1
12491.0,39,26,460.40000000000003,2
12492.0,63,20,263.21000000000004,0
12493.0,166,22,433.74,0
12494.0,16,77,1246.1000000000001,2
12497.0,82,14,1043.1,2
12498.0,21,23,403.70000000000005,2
12500.0,23,61,4257.82,1
12501.0,337,149,2169.39,2
12502.0,96,147,3723.87,2
12504.0,18,9,482.04999999999995,0
12506.0,233,23,73.5,0
12507.0,134,21,1304.81,2
12508.0,26,69,398.27,2
12509.0,284,7,176.5,0
12510.0,143,33,982.5699999999999,2
12512.0,66,34,138.03,0
12513.0,113,35,612.29,2
12514.0,267,51,1017.68,2
12515.0,353,16,383.7,0
12516.0,78,26,1312.06,2
12517.0,28,284,2502.84,1
12518.0,1,124,2056.89,1
12519.0,64,18,340.84,0
12520.0,79,152,2634.26,2
12521.0,143,38,599.68,2
12522.0,39,12,192.72,0
12523.0,19,106,1789.77,1
12524.0,9,144,4485.72,1
12526.0,1,71,1316.66,1
12527.0,82,18,348.71000000000004,0
12528.0,9,92,1933.48,1
12530.0,60,66,1662.28,2
12531.0,15,17,125.22,0
12532.0,30,16,349.83000000000004,0
12534.0,131,63,1089.18,2
12535.0,92,34,716.35,2
12536.0,43,261,12601.830000000002,1
12538.0,29,21,363.95,2
12539.0,22,273,5568.35,1
12540.0,20,478,13400.24,1
12541.0,30,52,981.18,2
12544.0,36,19,372.7,2
12545.0,75,50,1000.39,2
12546.0,47,69,1161.5,2
12547.0,198,8,207.79999999999998,0
12548.0,166,5,95.19999999999999,0
12550.0,79,57,964.83,2
12551.0,358,10,168.0,0
12552.0,39,20,437.82,2
12553.0,8,191,3692.28,1
12556.0,50,121,603.71,2
12557.0,16,33,11990.960000000001,1
12558.0,8,11,269.96,0
12559.0,311,21,561.71,0
12560.0,5,105,2134.01,1
12561.0,303,16,238.85,0
12562.0,8,168,3781.7400000000002,1
12564.0,261,21,456.9,0
12565.0,289,9,145.92,0
12566.0,86,19,351.65,0
12567.0,23,446,9401.28,1
12569.0,2,188,4124.69,1
12571.0,40,34,519.61,2
12572.0,9,60,1020.42,2
12573.0,227,28,160.54000000000002,0
12574.0,316,11,218.45,0
12576.0,36,88,1315.83,2
12577.0,35,147,657.8,2
12578.0,21,114,2794.51,1
12579.0,78,29,440.42,2
12580.0,247,24,415.7,0
12581.0,40,15,197.71,0
12582.0,239,22,511.36,0
12583.0,3,247,7281.38,1
12584.0,4,96,2338.15,1
12585.0,234,87,2040.1,2
12586.0,17,11,196.94000000000003,0
12587.0,8,4,144.0,0
12588.0,39,10,214.89999999999998,0
12589.0,29,35,646.68,2
12590.0,211,68,9864.26,2
12591.0,317,26,452.84999999999997,0
12592.0,92,18,437.6,0
12593.0,109,21,418.09999999999997,0
12594.0,38,118,3338.2200000000003,1
12596.0,51,27,618.27,2
12597.0,19,206,3811.22,1
12598.0,10,132,3023.08,1
12599.0,29,62,1032.58,2
12600.0,29,64,2599.04,2
12601.0,190,28,577.0600000000001,0
12602.0,59,12,153.12,0
12603.0,22,2,739.1999999999999,0
12604.0,79,16,254.18,0
12607.0,60,101,1579.51,2
12609.0,78,60,1126.85,2
12610.0,23,106,2099.54,1
12611.0,52,65,1193.32,2
12612.0,74,19,704.0400000000001,2
12613.0,57,153,3344.38,2
12614.0,278,20,315.6,0
12615.0,2,105,2291.19,1
12616.0,95,32,713.3,2
12617.0,29,42,355.53,2
12618.0,22,11,177.31,0
12619.0,16,90,3641.24,1
12620.0,15,92,1339.41,2
12621.0,2,467,13689.67,1
12622.0,232,11,180.1,0
12623.0,276,18,305.1,0
12624.0,106,38,641.13,2
12625.0,212,86,2683.82,2
12626.0,23,294,6620.48,1
12627.0,11,230,4478.53,1
12628.0,4,41,786.46,1
12630.0,10,64,1270.88,1
12631.0,57,31,640.5,2
12633.0,59,101,2163.98,2
12635.0,90,101,1689.18,2
12637.0,67,390,6021.9,1
12638.0,33,39,671.69,2
12639.0,239,22,486.1,0
12640.0,24,53,1174.58,2
12641.0,115,10,185.9,0
12642.0,25,47,1013.26,2
12643.0,128,24,3344.64,2
12644.0,130,31,477.91,2
12645.0,34,73,1775.18,2
12646.0,5,45,1346.97,1
12647.0,22,121,3722.82,1
12648.0,155,21,318.05,0
12649.0,107,31,623.51,2
12650.0,3,20,314.44,2
12651.0,335,9,114.0,0
12652.0,331,48,919.98,2
12653.0,149,43,2209.85,2
12654.0,11,38,601.98,2
12656.0,17,126,4051.17,1
12657.0,11,47,1643.18,2
12658.0,19,36,686.05,2
12659.0,30,5,91.68,0
12660.0,11,13,245.1,0
12662.0,1,230,3849.78,1
12664.0,8,37,4881.88,1
12665.0,325,3,63.0,0
12667.0,58,33,620.13,2
12668.0,12,161,3807.15,1
12669.0,151,101,2744.0299999999997,2
12670.0,10,92,2996.05,1
12672.0,330,10,225.89999999999998,0
12673.0,5,42,610.52,2
12674.0,39,83,1970.6,2
12676.0,25,45,1331.39,2
12678.0,42,165,17628.46,1
12679.0,59,48,1113.02,2
12680.0,1,52,862.81,1
12681.0,15,638,13787.54,1
12682.0,4,525,12288.22,1
12683.0,4,344,8476.57,1
12684.0,8,105,2283.63,1
12685.0,28,157,2863.08,1
12686.0,372,7,89.14,0
12688.0,114,171,4873.8099999999995,2
12689.0,26,72,1247.61,2
12690.0,206,16,389.01,0
12691.0,28,32,1035.8,2
12693.0,127,39,855.91,2
12694.0,70,37,869.67,2
12695.0,7,27,582.1,2
12697.0,29,41,957.59,2
12700.0,8,268,4939.99,1
12701.0,80,53,797.71,2
12702.0,20,12,219.0,0
12703.0,71,21,283.55,0
12704.0,7,88,2340.84,1
12705.0,15,334,6868.29,1
12707.0,292,33,603.42,0
12708.0,30,157,2712.91,1
12709.0,15,208,9736.52,1
12710.0,97,77,1149.02,2
12712.0,29,133,4396.13,1
12713.0,1,38,848.55,1
12714.0,9,259,4708.86,1
12715.0,106,21,353.86,0
12716.0,4,69,1053.49,1
12717.0,151,55,1030.98,2
12718.0,71,19,238.25,0
12719.0,5,39,644.95,2
12720.0,3,354,5781.73,1
12721.0,32,161,2656.13,1
12722.0,85,53,997.63,2
12723.0,4,69,725.07,1
12724.0,5,53,1031.41,1
12725.0,371,24,427.8,0
12726.0,28,124,2609.1,1
12727.0,11,139,3980.7,1
12728.0,71,46,836.33,2
12729.0,114,26,453.01,0
12731.0,24,274,18895.91,1
12732.0,180,12,236.26000000000002,0
12733.0,234,22,383.95,0
12734.0,353,4,110.39999999999999,0
12735.0,315,43,779.5699999999999,2
12736.0,333,4,234.0,0
12738.0,372,11,155.35,0
12739.0,78,38,1013.04,2
12740.0,64,27,427.6,2
12743.0,134,134,546.43,2
12744.0,52,222,21279.29,1
12747.0,2,103,4196.01,1
12748.0,1,4595,33719.73,1
12749.0,4,199,4090.88,1
12750.0,129,15,275.88,0
12752.0,81,53,4366.78,2
12753.0,23,197,21429.39,1
12754.0,236,63,3010.74,2
12755.0,281,4,3811.95,0
12756.0,87,4,112.07999999999998,0
12757.0,16,371,7857.1,1
12758.0,117,97,2791.59,2
12759.0,52,95,1531.44,2
12762.0,8,69,1898.52,1
12763.0,138,18,494.08,0
12764.0,317,45,1693.88,2
12766.0,4,310,6989.63,1
12769.0,239,32,1143.6,2
12770.0,211,12,1351.45,0
12772.0,60,55,892.47,2
12775.0,17,66,1386.04,2
12778.0,20,50,822.23,2
12779.0,38,149,3981.36,1
12781.0,64,25,826.74,2
12782.0,5,103,2330.92,1
12783.0,2,84,2225.91,1
12784.0,9,59,574.42,2
12785.0,364,14,311.95,0
12787.0,10,20,463.66,2
12789.0,65,4,91.85,0
12790.0,192,21,324.92,0
12791.0,374,2,192.60000000000002,0
12792.0,257,25,400.53999999999996,0
12793.0,335,24,545.48,0
12794.0,53,45,860.41,2
12795.0,19,14,430.48,2
12797.0,366,13,254.03,0
12798.0,10,8,6977.04,1
12802.0,187,25,427.58,0
12808.0,37,28,483.65000000000003,2
12809.0,178,25,489.31,0
12811.0,261,31,514.85,0
12812.0,45,15,229.64000000000001,0
12814.0,102,2,125.92,0
12815.0,148,47,1063.46,2
12816.0,96,29,572.2,2
12817.0,281,4,166.04,0
12818.0,262,14,1542.08,0
12820.0,3,59,942.34,1
12821.0,214,6,92.72,0
12822.0,71,46,948.88,2
12823.0,75,5,1759.5,0
12824.0,60,25,397.12,2
12826.0,3,91,1474.72,1
12827.0,6,25,430.15000000000003,2
12828.0,3,56,1018.71,1
12829.0,337,11,293.0,0
12830.0,38,38,6814.64,2
12831.0,262,9,215.05,0
12832.0,32,27,383.03,2
12833.0,145,24,417.38,0
12834.0,283,18,312.38,0
12836.0,59,175,2612.86,2
12837.0,173,12,134.1,0
12838.0,34,123,683.13,2
12839.0,3,314,5591.42,1
12840.0,144,113,2726.77,2
12841.0,5,420,4022.35,1
12842.0,70,34,1118.99,2
12843.0,66,103,1702.26,2
12844.0,29,52,325.96000000000004,2
12845.0,267,27,354.09,0
12847.0,22,91,871.54,2
12849.0,31,51,1050.8899999999999,2
12851.0,97,50,135.18,0
12852.0,295,17,311.55,0
12853.0,135,78,1957.1000000000001,2
12854.0,79,110,1324.5,2
12855.0,373,3,38.1,0
12856.0,8,314,2179.93,1
12857.0,211,46,1106.4,2
12863.0,52,5,521.2,0
12864.0,138,3,147.12,0
12865.0,26,95,1568.23,2
12866.0,283,26,559.12,0
12867.0,26,538,4036.82,1
12868.0,186,107,1607.0600000000002,2
12871.0,84,11,380.64,0
12872.0,327,66,599.97,2
12873.0,282,4,374.0,0
12875.0,143,2,343.2300000000001,0
12876.0,58,85,2218.02,2
12877.0,4,154,1535.77,1
12878.0,236,47,854.99,2
12879.0,45,10,573.22,0
12881.0,276,7,298.0,0
12882.0,9,13,1463.04,2
12883.0,25,42,703.47,2
12884.0,88,7,309.05,0
12885.0,63,71,1175.22,2
12886.0,68,82,1378.4,2
12888.0,214,5,354.12,0
12890.0,24,82,380.46999999999997,2
12891.0,186,3,331.0,0
12893.0,31,34,188.14,2
12895.0,42,22,372.8,2
12897.0,205,4,216.5,0
12901.0,9,116,17654.54,1
12902.0,265,10,138.68,0
12904.0,18,72,509.58,2
12906.0,12,63,2919.81,1
12908.0,176,2,750.0,0
12909.0,40,91,2178.67,2
12910.0,23,75,3075.04,1
12912.0,3,24,1662.3,1
12913.0,5,50,2483.63,1
12915.0,149,22,363.65,0
12916.0,139,107,3006.15,2
12917.0,128,2,594.0,0
12919.0,8,50,1335.19,1
12920.0,17,28,164.23,2
12921.0,9,720,16587.09,1
12922.0,161,28,405.38,0
12923.0,64,29,176.97,0
12924.0,88,30,933.7,2
12925.0,5,45,694.05,2
12928.0,35,84,2062.7000000000003,2
12929.0,312,8,117.85,0
12930.0,78,25,415.8,0
12931.0,22,82,42055.96,1
12933.0,24,106,607.53,2
12935.0,2,129,2160.7,1
12936.0,17,62,1063.9,2
12937.0,15,120,1504.27,1
12938.0,26,9,114.14,0
12939.0,64,47,11581.8,1
12940.0,55,99,913.54,2
12942.0,131,75,683.9,2
12944.0,36,30,604.51,2
12945.0,288,23,462.95,0
12947.0,144,97,1603.99,2
12948.0,16,116,2064.95,1
12949.0,31,215,4167.22,1
12950.0,2,23,1843.0,1
12951.0,9,63,1064.07,2
12952.0,6,79,1387.79,1
12953.0,10,17,329.85,2
12955.0,1,180,4757.16,1
12956.0,306,19,108.07,0
12957.0,10,238,4017.54,1
12962.0,7,16,266.39,2
12963.0,8,95,1856.63,1
12965.0,89,109,771.91,2
12966.0,10,10,160.18,0
12967.0,358,19,1660.9,2
12968.0,112,5,135.95,0
12970.0,7,151,452.24,1
12971.0,4,305,11189.91,1
12974.0,198,8,144.8,0
12976.0,212,22,738.6,0
12977.0,156,9,39.239999999999995,0
12980.0,158,20,7374.900000000001,2
12981.0,30,20,372.21999999999997,2
12982.0,243,28,390.54,0
12984.0,19,4,97.5,0
12985.0,1,76,1239.38,1
12987.0,74,28,558.7,2
12988.0,292,92,535.32,2
12989.0,3,64,6924.110000000001,1
12990.0,31,13,409.5,0
12991.0,23,31,503.76,2
12993.0,23,27,414.76,2
12994.0,4,61,974.4200000000001,1
12995.0,85,3,211.32,0
12997.0,22,59,1226.89,2
12999.0,196,28,455.88,0
13000.0,107,31,534.85,2
13001.0,4,339,9818.82,1
13002.0,318,7,120.94999999999999,0
13003.0,106,6,149.05,0
13004.0,12,404,5655.91,1
13005.0,174,26,513.7,0
13006.0,56,4,81.57,0
13008.0,323,14,229.46999999999997,0
13011.0,372,3,50.550000000000004,0
13012.0,9,89,1661.8400000000001,1
13013.0,1,219,4810.9400000000005,1
13014.0,11,109,3466.2799999999997,1
13015.0,53,176,3346.28,1
13016.0,73,47,789.89,2
13017.0,7,1,204.0,0
13018.0,16,458,7277.7,1
13021.0,4,131,2616.38,1
13023.0,64,40,689.9,2
13026.0,1,40,975.36,1
13027.0,114,26,6912.0,2
13028.0,23,45,661.3199999999999,2
13029.0,31,10,1247.5,2
13030.0,11,99,799.48,2
13032.0,52,71,1010.18,2
13033.0,357,11,190.55,0
13034.0,55,37,642.77,2
13035.0,74,27,921.88,2
13037.0,138,48,881.07,2
13038.0,80,28,908.46,2
13040.0,9,43,676.99,2
13043.0,273,13,516.42,0
13044.0,291,33,560.47,0
13045.0,99,18,305.28000000000003,0
13046.0,31,35,629.31,2
13047.0,32,172,3237.54,1
13048.0,14,136,1835.91,1
13049.0,64,14,656.6800000000001,0
13050.0,15,403,5836.86,1
13052.0,212,18,348.15000000000003,0
13055.0,78,76,1214.41,2
13058.0,25,8,271.40000000000003,0
13059.0,250,8,183.4,0
13060.0,254,15,307.53,0
13061.0,72,10,248.61,0
13062.0,191,11,346.98,0
13064.0,13,69,1119.49,2
13065.0,373,14,205.86,0
13066.0,24,48,470.8,2
13067.0,82,15,115.46000000000001,0
13068.0,10,2,344.0,0
13069.0,1,425,4436.12,1
13070.0,192,9,228.8,0
13072.0,267,7,177.15,0
13075.0,130,22,919.61,2
13077.0,1,112,729.27,1
13078.0,3,358,12627.94,1
13079.0,4,6,220.10000000000002,0
13080.0,179,6,58.08,0
13081.0,12,1024,28337.38,1
13082.0,126,73,3613.63,2
13083.0,4,18,303.75,2
13085.0,158,22,416.08000000000004,0
13089.0,3,1818,58825.83,1
13090.0,9,155,8910.82,1
13091.0,28,21,345.82,2
13092.0,71,25,477.83,2
13093.0,276,159,7832.47,2
13094.0,21,24,1927.3200000000002,2
13095.0,71,6,74.39999999999999,0
13097.0,33,423,6010.42,1
13098.0,1,572,28882.44,1
13099.0,99,1,207.35999999999999,0
13101.0,234,8,101.19,0
13102.0,1,304,6424.09,1
13103.0,40,8,243.94,0
13104.0,3,20,1098.48,1
13106.0,133,1,76.5,0
13107.0,44,58,1531.6200000000001,2
13108.0,373,10,350.06,0
13109.0,60,47,786.54,2
13110.0,31,145,1488.67,2
13113.0,1,200,12245.960000000001,1
13115.0,12,120,2294.78,1
13116.0,138,30,501.14,2
13117.0,22,76,984.91,2
13118.0,20,79,1197.81,2
13120.0,239,1,30.599999999999998,0
13121.0,269,50,283.73,0
13122.0,94,55,922.39,2
13124.0,90,235,3866.33,2
13126.0,5,140,2099.64,1
13127.0,78,15,259.17,0
13130.0,94,2,64.0,0
13131.0,23,44,1073.3,2
13132.0,262,3,77.3,0
13133.0,274,7,109.8,0
13134.0,86,98,1793.58,2
13135.0,197,1,3096.0,0
13136.0,56,127,2607.61,2
13137.0,11,704,3650.41,1
13138.0,22,63,962.39,2
13139.0,16,170,5064.94,1
13140.0,108,46,423.72,2
13141.0,85,135,2388.75,2
13142.0,19,23,307.09,2
13144.0,333,3,110.95,0
13145.0,40,6,618.52,0
13146.0,26,17,228.91,0
13147.0,10,4,712.8000000000001,0
13148.0,29,319,3707.12,1
13149.0,14,86,1676.06,1
13151.0,296,74,1257.8700000000001,2
13153.0,6,15,486.22,2
13155.0,33,85,971.76,2
13157.0,49,87,1741.22,2
13158.0,95,79,1201.06,2
13159.0,9,121,1437.85,1
13160.0,22,4,91.8,0
13161.0,313,8,112.75,0
13162.0,122,79,1688.29,2
13165.0,46,42,1021.48,2
13166.0,283,41,417.2,0
13167.0,19,65,791.33,2
13168.0,36,131,1319.19,2
13169.0,64,13,712.88,0
13170.0,27,32,116.00999999999999,0
13171.0,22,46,468.41,2
13173.0,4,43,353.65,2
13174.0,16,314,2817.03,1
13176.0,46,72,492.84,2
13177.0,65,17,282.45,0
13178.0,26,265,5725.47,1
13182.0,45,11,121.18,0
13183.0,8,94,3957.78,1
13184.0,15,181,1701.29,1
13185.0,268,1,71.4,0
13186.0,40,79,1575.89,2
13187.0,337,37,236.02,0
13188.0,11,2,114.60000000000001,0
13189.0,19,29,260.68,2
13192.0,95,63,911.94,2
13193.0,61,29,117.88,0
13194.0,136,3,60.7,0
13196.0,11,110,1797.78,1
13198.0,10,226,3401.2400000000002,1
13199.0,4,119,9817.12,1
13200.0,19,46,870.09,2
13203.0,10,57,869.46,2
13207.0,15,8,250.26000000000002,0
13208.0,59,149,1223.9,2
13209.0,30,321,5891.61,1
13210.0,94,22,353.48,0
13211.0,10,56,1197.42,2
13212.0,20,142,788.08,2
13213.0,57,90,1520.58,2
13216.0,268,5,333.74,0
13217.0,122,4,533.98,0
13218.0,127,5,62.63999999999999,0
13220.0,78,21,819.2900000000001,2
13221.0,240,66,847.41,2
13223.0,200,5,163.20000000000002,0
13224.0,60,108,2155.95,2
13225.0,3,32,6463.84,1
13226.0,273,16,108.21000000000001,0
13227.0,202,9,257.7,0
13228.0,81,2,358.0,0
13229.0,226,10,160.95,0
13230.0,4,611,2806.97,1
13232.0,13,207,1357.6,1
13233.0,74,43,605.12,2
13235.0,212,58,1031.07,2
13236.0,25,36,744.85,2
13238.0,17,31,700.73,2
13239.0,262,21,329.56,0
13240.0,96,67,663.65,2
13242.0,112,13,270.40000000000003,0
13243.0,203,58,600.07,2
13244.0,93,27,121.74000000000001,0
13245.0,51,16,430.5,0
13246.0,18,141,1987.3,1
13247.0,18,25,501.12,2
13248.0,125,26,465.68,0
13249.0,92,23,711.41,2
13253.0,157,36,1030.4,2
13255.0,9,13,399.51,2
13258.0,12,38,698.58,2
13259.0,62,87,292.32,2
13260.0,61,8,557.62,0
13261.0,269,9,944.1,0
13262.0,263,11,200.29,0
13263.0,1,1677,7454.07,1
13265.0,53,91,2107.66,2
13266.0,11,187,3834.2599999999998,1
13267.0,3,211,4521.49,1
13268.0,18,440,3214.69,1
13269.0,1,316,5346.2300000000005,1
13270.0,366,1,590.0,0
13271.0,37,96,217.38,2
13272.0,31,15,276.56,0
13273.0,113,16,138.98,0
13276.0,64,30,590.9300000000001,2
13277.0,16,8,258.4,0
13278.0,41,46,542.73,2
13279.0,78,9,137.75,0
13280.0,122,85,814.86,2
13282.0,18,37,1132.14,2
13283.0,60,7,93.66,0
13284.0,331,13,201.19,0
13285.0,23,187,2709.12,1
13291.0,156,42,361.11,0
13292.0,39,31,578.9399999999999,2
13294.0,190,54,873.74,2
13295.0,360,10,201.20000000000002,0
13296.0,137,5,87.4,0
13297.0,8,59,2089.85,1
13298.0,1,2,360.0,0
13299.0,268,5,142.5,0
13300.0,169,20,371.89,0
13301.0,104,81,618.09,2
13302.0,155,1,63.75,0
13304.0,351,21,300.42,0
13305.0,4,81,2000.86,1
13307.0,120,1,15.0,0
13308.0,23,54,1385.51,2
13309.0,7,107,1456.79,1
13310.0,28,72,1132.03,2
13311.0,4,26,598.57,2
13313.0,22,78,1555.32,2
13314.0,2,62,775.94,1
13316.0,37,87,5977.7300000000005,1
13317.0,66,124,2273.68,2
13318.0,1,20,640.76,1
13319.0,5,476,10845.550000000001,1
13320.0,78,106,1548.7,2
13321.0,72,11,567.36,0
13322.0,17,25,199.48000000000002,2
13323.0,3,21,787.85,2
13324.0,36,75,7121.95,1
13325.0,82,12,675.3,0
13327.0,39,108,3627.77,1
13328.0,316,17,1308.48,0
13329.0,32,17,789.0,2
13330.0,93,53,1140.93,2
13332.0,14,21,350.9,2
13334.0,82,268,3536.82,1
13336.0,77,51,795.12,2
13338.0,158,19,487.02,0
13339.0,201,54,860.12,2
13340.0,45,134,10736.48,1
13341.0,261,42,775.85,2
13343.0,178,19,353.43,0
13344.0,68,119,2543.72,2
13345.0,288,20,389.5,0
13347.0,70,8,341.36,0
13348.0,64,14,233.76,0
13349.0,11,16,247.32,2
13350.0,16,40,979.12,2
13351.0,66,16,373.94,0
13352.0,60,24,397.97999999999996,2
13354.0,71,51,743.53,2
13355.0,122,32,674.7,2
13356.0,80,42,768.24,2
13357.0,257,90,609.95,2
13358.0,269,29,439.03,0
13359.0,64,23,439.56,2
13362.0,9,166,3090.7400000000002,1
13363.0,18,60,992.5,2
13364.0,71,10,134.95999999999998,0
13365.0,34,128,2225.37,2
13366.0,50,1,56.160000000000004,0
13368.0,257,29,623.4,0
13369.0,366,14,308.28000000000003,0
13370.0,372,39,754.87,2
13372.0,90,23,378.64,0
13373.0,61,158,3312.25,2
13375.0,89,37,778.65,2
13376.0,99,53,1019.76,2
13379.0,26,97,572.56,2
13381.0,32,172,3639.31,1
13382.0,281,15,222.99,0
13384.0,31,152,4151.93,1
13385.0,330,35,534.57,0
13388.0,131,35,677.1,2
13389.0,11,51,797.96,2
13390.0,75,13,544.08,0
13391.0,204,1,59.8,0
13394.0,2,155,2520.02,1
13395.0,185,21,307.72,0
13396.0,29,43,1360.99,2
13397.0,73,38,1544.13,2
13398.0,192,26,457.34,0
13402.0,127,39,621.23,2
13403.0,18,3,75.0,0
13404.0,1,11,252.49,2
13405.0,74,27,572.451,2
13408.0,2,478,28117.04,1
13410.0,24,28,1003.06,2
13411.0,107,18,213.55,0
13414.0,134,24,1390.5,2
13416.0,44,19,712.5,2
13417.0,5,28,640.83,2
13418.0,12,304,6127.43,1
13419.0,64,16,221.06,0
13420.0,150,8,159.85,0
13421.0,40,104,1851.08,2
13422.0,64,127,2626.3,2
13425.0,108,78,1624.21,2
13426.0,1,157,3641.32,1
13427.0,19,29,582.6,2
13428.0,10,74,218.47,2
13429.0,11,67,1006.8,2
13430.0,19,49,679.45,2
13431.0,67,46,1269.1,2
13434.0,74,10,534.24,0
13435.0,5,101,3809.8900000000003,1
13436.0,2,12,196.89,2
13437.0,14,167,3408.06,1
13439.0,255,54,283.71,0
13441.0,92,13,296.64,0
13447.0,23,59,1129.14,2
13448.0,17,195,3539.37,1
13449.0,24,19,291.88,2
13450.0,27,71,2043.7199999999998,2
13451.0,26,443,2976.15,1
13452.0,259,2,590.0,0
13453.0,166,17,356.97999999999996,0
13455.0,25,46,1058.34,2
13456.0,18,63,1766.72,2
13458.0,7,382,9646.57,1
13460.0,29,17,183.44,0
13461.0,39,27,1445.0,2
13462.0,253,9,151.5,0
13464.0,58,41,674.68,2
13466.0,184,17,307.9,0
13467.0,11,99,1083.71,1
13468.0,2,302,5704.97,1
13470.0,99,10,165.0,0
13471.0,1,260,2531.58,1
13473.0,61,21,422.64,0
13474.0,236,64,229.59,0
13475.0,191,86,1431.78,2
13476.0,179,58,1238.47,2
13477.0,38,79,1454.58,2
13479.0,201,15,300.95,0
13481.0,46,109,1804.56,2
13482.0,232,11,184.64,0
13483.0,66,10,140.34,0
13484.0,241,8,313.8,0
13485.0,233,23,454.24,0
13486.0,78,69,1122.41,2
13487.0,58,34,575.4,2
13488.0,17,422,8968.31,1
13489.0,105,14,449.52,0
13491.0,52,86,1215.82,2
13492.0,136,50,1269.84,2
13493.0,275,8,618.63,0
13494.0,312,18,316.26000000000005,0
13495.0,8,48,2044.8700000000001,1
13496.0,11,35,653.33,2
13497.0,283,19,348.05,0
13499.0,18,42,1159.11,2
13500.0,23,65,1166.77,2
13501.0,288,52,1340.32,2
13502.0,17,18,292.0,2
13503.0,71,17,216.85,0
13504.0,64,22,295.93,0
13505.0,73,215,4393.63,1
13506.0,316,26,458.52,0
13507.0,3,162,2479.16,1
13508.0,244,12,110.97,0
13509.0,9,44,979.72,2
13510.0,1,115,1791.56,1
13512.0,261,15,251.21,0
13513.0,127,10,205.1,0
13514.0,74,4,152.20000000000002,0
